CAR;PV;nbki;ind_noNbki;equi;ind_noEqui;def90_365
новый;0.187;0;1;762;0;0
новый;0.3004;0;1;659;0;0
новый;0.2005;0;1;545;0;0
б/у;0.3302;0;1;652;0;0
новый;0.473;0;1;726;0;0
новый;0;0;1;663;0;0
новый;0.5;0;1;581;0;0
новый;0.3314;0;1;761;0;0
новый;0.1512;0;1;493;0;0
б/у;0.1519;0;1;591;0;0
новый;0.1998;0;1;601;0;0
новый;0.4032;0;1;555;0;0
новый;0.1767;0;1;693;0;0
б/у;0.5952;0;1;415;0;0
новый;0.1;0;1;659;0;0
новый;0.2174;0;1;654;0;0
б/у;0.3001;0;1;516;0;0
б/у;0.3013;0;1;0;1;0
б/у;0.1942;0;1;710;0;0
новый;0.6153;0;1;0;1;0
б/у;0.2;0;1;725;0;0
б/у;0.5179;0;1;486;0;0
б/у;0.1667;0;1;596;0;0
новый;0.4154;0;1;618;0;0
новый;0.1942;0;1;599;0;0
новый;0.1;0;1;689;0;0
новый;0.4;0;1;0;1;0
новый;0.1533;0;1;657;0;0
б/у;0.3001;0;1;0;1;0
новый;0.1;0;1;0;1;0
б/у;0.3013;0;1;0;1;0
б/у;0.3013;0;1;586;0;0
б/у;0.3039;0;1;0;1;0
новый;0.1508;0;1;434;0;0
новый;0.1506;0;1;0;1;0
новый;0.3101;0;1;693;0;0
б/у;0.3;0;1;580;0;0
новый;0.3902;0;1;633;0;0
б/у;0.4;0;1;544;0;0
б/у;0.2076;0;1;620;0;0
новый;0.5;0;1;634;0;0
новый;0.7475;0;1;0;1;0
новый;0.2029;0;1;0;1;1
б/у;0.3548;0;1;435;0;0
новый;0.4509;0;1;761;0;0
б/у;0.2;0;1;626;0;0
новый;0.5906;0;1;650;0;0
новый;0.3674;0;1;674;0;0
б/у;0.3106;0;1;456;0;1
б/у;0.3056;0;1;522;0;0
новый;0.1476;0;1;666;0;0
б/у;0.405;0;1;423;0;0
б/у;0.4202;0;1;637;0;0
б/у;0.8058;0;1;425;0;0
новый;0.1502;0;1;619;0;0
б/у;0.3018;0;1;715;0;0
новый;0.4777;0;1;622;0;0
новый;0.323;0;1;0;1;0
новый;0.1528;0;1;748;0;0
новый;0.15;0;1;657;0;0
новый;0.1513;0;1;552;0;0
новый;0.1;0;1;0;1;0
новый;0.2;0;1;702;0;0
б/у;0.1527;0;1;457;0;0
новый;0.2229;0;1;574;0;0
новый;0.2165;0;1;659;0;0
новый;0.6383;0;1;703;0;0
новый;0.7404;0;1;0;1;0
новый;0.5798;0;1;576;0;0
б/у;0.2088;0;1;525;0;0
б/у;0.2571;0;1;564;0;0
новый;0.15;0;1;598;0;0
б/у;0.2769;0;1;476;0;0
б/у;0.1;0;1;454;0;0
новый;0.1;0;1;510;0;0
б/у;0.4752;0;1;650;0;0
новый;0.3019;0;1;663;0;0
новый;0.3099;0;1;488;0;0
новый;0.301;0;1;592;0;0
новый;0.1511;0;1;586;0;0
новый;0.3003;0;1;705;0;0
новый;0.3097;0;1;397;0;0
новый;0.5303;0;1;0;1;0
новый;0.3011;0;1;696;0;0
новый;0.1667;0;1;537;0;1
б/у;0;0;1;726;0;0
новый;0.1786;0;1;480;0;1
новый;0.1736;0;1;538;0;0
новый;0.1511;0;1;522;0;0
б/у;0.3008;0;1;584;0;0
новый;0.6062;0;1;565;0;0
б/у;0.1;0;1;473;0;1
новый;0.6017;0;1;581;0;0
новый;0.2;0;1;708;0;0
новый;0.5001;0;1;699;0;0
б/у;0.3011;0;1;717;0;0
новый;0.1509;0;1;0;1;0
новый;0.5;0;1;699;0;0
новый;0.2105;0;1;0;1;0
новый;0.6556;0;1;707;0;0
новый;0.5073;0;1;685;0;0
новый;0.3;0;1;0;1;0
б/у;0.3268;0;1;608;0;0
новый;0.5799;0;1;0;1;0
новый;0.5664;0;1;0;1;0
б/у;0.3;0;1;0;1;0
новый;0.1506;0;1;534;0;0
новый;0.185;0;1;641;0;0
новый;0.4098;0;1;0;1;0
новый;0.3074;0;1;690;0;0
новый;0.4152;0;1;625;0;0
б/у;0.4956;0;1;624;0;0
б/у;0.3004;0;1;557;0;0
новый;0.1619;0;1;643;0;0
б/у;0.4167;0;1;0;1;0
новый;0.1;0;1;532;0;0
б/у;0.1512;0;1;590;0;0
новый;0.4065;0;1;704;0;0
новый;0.3082;0;1;692;0;0
б/у;0.4508;0;1;765;0;0
новый;0.1519;0;1;566;0;0
б/у;0.1535;0;1;528;0;0
новый;0.3299;0;1;559;0;0
новый;0.2747;0;1;677;0;0
новый;0.1501;0;1;679;0;0
новый;0.2305;0;1;0;1;0
новый;0;0;1;603;0;0
б/у;0.375;0;1;0;1;0
новый;0.2158;0;1;742;0;0
б/у;0.5;0;1;0;1;0
б/у;0.381;0;1;508;0;0
новый;0.1564;0;1;633;0;0
новый;0.2041;0;1;639;0;0
б/у;0.1429;0;1;494;0;0
б/у;0.3191;0;1;662;0;0
новый;0.3472;0;1;740;0;0
б/у;0.5587;0;1;522;0;0
новый;0.7067;0;1;0;1;0
б/у;0.328;0;1;648;0;0
новый;0.3542;0;1;668;0;0
новый;0.2037;0;1;0;1;0
б/у;0.3205;0;1;0;1;0
новый;0.1503;0;1;592;0;0
б/у;0.3002;0;1;0;1;0
новый;0.4037;0;1;562;0;0
новый;0.4;0;1;714;0;0
новый;0.2;0;1;766;0;0
новый;0.1503;0;1;644;0;0
новый;0.2034;0;1;583;0;0
новый;0.1664;0;1;0;1;0
б/у;0.5;0;1;752;0;0
б/у;0.4281;0;1;517;0;0
новый;0.2118;0;1;564;0;0
б/у;0.1622;0;1;672;0;0
б/у;0.3545;0;1;541;0;0
новый;0.1531;0;1;514;0;0
новый;0;0;1;824;0;0
новый;0.1479;0;1;0;1;0
новый;0.1519;0;1;579;0;0
новый;0.3;0;1;551;0;0
б/у;0.312;0;1;407;0;0
новый;0.3006;0;1;679;0;0
новый;0.1511;0;1;667;0;0
новый;0.1509;0;1;0;1;1
новый;0.1017;0;1;0;1;0
новый;0.3021;0;1;662;0;0
б/у;0.5556;0;1;692;0;0
новый;0.1973;0;1;600;0;0
новый;0.7642;0;1;519;0;0
б/у;0.3015;0;1;542;0;0
б/у;0.1514;0;1;0;1;0
новый;0.209;0;1;714;0;0
б/у;0.3139;0;1;672;0;0
б/у;0.124;0;1;740;0;0
новый;0.1;0;1;536;0;0
б/у;0.2026;0;1;0;1;0
б/у;0.5556;0;1;490;0;0
новый;0.4131;0;1;422;0;0
новый;0.6562;0;1;0;1;0
новый;0.3443;0;1;594;0;0
б/у;0.3041;0;1;615;0;0
новый;0.1458;0;1;493;0;0
новый;0.2551;0;1;572;0;0
новый;0.5638;0;1;593;0;0
новый;0.2036;0;1;611;0;0
новый;0.1686;0;1;603;0;0
новый;0.3685;0;1;717;0;0
новый;0.1;0;1;585;0;0
новый;0;0;1;627;0;0
б/у;0.3056;0;1;520;0;0
б/у;0.3448;0;1;558;0;0
б/у;0.1;0;1;0;1;0
новый;0.3002;0;1;687;0;0
новый;0.6871;0;1;719;0;0
новый;0.1501;0;1;755;0;0
б/у;0.5319;0;1;491;0;0
новый;0.519;0;1;529;0;0
новый;0.2004;0;1;503;0;0
новый;0.5652;0;1;598;0;0
новый;0.4736;0;1;608;0;0
новый;0.4005;0;1;737;0;0
б/у;0.2424;0;1;624;0;0
новый;0.1501;0;1;642;0;0
б/у;0.3053;0;1;567;0;0
новый;0.3;0;1;662;0;0
б/у;0.151;0;1;615;0;0
новый;0.44;0;1;0;1;0
новый;0;0;1;622;0;0
новый;0.5;0;1;585;0;0
новый;0.2715;0;1;705;0;0
б/у;0.3102;0;1;661;0;0
б/у;0.303;0;1;699;0;0
новый;0.1;0;1;656;0;0
новый;0.3;0;1;0;1;0
новый;0.1;0;1;669;0;0
новый;0.6123;0;1;0;1;0
новый;0.2061;0;1;720;0;0
новый;0.1515;0;1;0;1;0
новый;0.4;0;1;560;0;0
б/у;0.2281;0;1;647;0;0
новый;0.1513;0;1;593;0;0
б/у;0.2;0;1;0;1;1
новый;0.5181;0;1;427;0;0
новый;0.1527;0;1;0;1;0
новый;0;0;1;652;0;0
новый;0.5763;0;1;615;0;0
новый;0.3871;0;1;652;0;0
б/у;0.3846;0;1;526;0;0
новый;0.344;0;1;0;1;0
новый;0.8819;0;1;622;0;0
б/у;0.2174;0;1;578;0;0
новый;0.2613;0;1;590;0;0
б/у;0.1979;0;1;598;0;0
новый;0.1504;0;1;553;0;0
новый;0.1603;0;1;596;0;0
б/у;0.3023;0;1;710;0;0
новый;0.1;0;1;462;0;0
новый;0.229;0;1;602;0;0
б/у;0.3123;0;1;523;0;0
новый;0.5;0;1;463;0;0
б/у;0.3273;0;1;645;0;0
новый;0.3005;0;1;577;0;0
б/у;0.4777;0;1;520;0;0
новый;0.1546;0;1;747;0;0
новый;0.3;0;1;0;1;0
б/у;0.3548;0;1;650;0;0
б/у;0.2157;0;1;632;0;0
новый;0.1;0;1;610;0;0
б/у;0.4182;0;1;584;0;0
новый;0.3011;0;1;0;1;0
б/у;0.5862;0;1;654;0;0
новый;0.221;0;1;0;1;0
новый;0.3024;0;1;721;0;0
б/у;0.4343;0;1;647;0;0
новый;0.3874;0;1;525;0;0
б/у;0.3013;0;1;471;0;0
новый;0.3003;0;1;625;0;0
новый;0.7752;0;1;747;0;0
новый;0.5;0;1;726;0;0
б/у;0.4547;0;1;503;0;0
новый;0.4025;0;1;736;0;0
б/у;0.2292;0;1;694;0;0
новый;0.6731;0;1;644;0;0
б/у;0.3072;0;1;430;0;0
б/у;0.1525;0;1;0;1;0
новый;0.3033;0;1;560;0;0
новый;0.2532;0;1;575;0;0
новый;0.5062;0;1;548;0;0
б/у;0.1527;0;1;0;1;0
новый;0;0;1;547;0;1
новый;0.4381;0;1;487;0;0
б/у;0.1509;0;1;588;0;0
новый;0.4624;0;1;655;0;0
б/у;0.6039;0;1;554;0;0
б/у;0.3595;0;1;0;1;0
б/у;0.4118;0;1;444;0;0
б/у;0.1613;0;1;506;0;1
новый;0.3001;0;1;564;0;0
новый;0.2;0;1;683;0;0
б/у;0.3053;0;1;0;1;0
новый;0.1504;0;1;0;1;0
новый;0.4955;0;1;650;0;0
б/у;0.1834;0;1;558;0;0
новый;0.61;0;1;582;0;0
б/у;0.3033;0;1;0;1;0
новый;0.4;0;1;500;0;0
б/у;0.1892;0;1;569;0;0
новый;0.2039;0;1;553;0;0
новый;0.3003;0;1;0;1;0
новый;0.1015;0;1;732;0;0
новый;0.3;0;1;615;0;0
новый;0.2002;0;1;713;0;0
новый;0.3001;0;1;515;0;0
новый;0.3036;0;1;741;0;0
б/у;0.1506;0;1;528;0;0
новый;0.1664;0;1;516;0;0
б/у;0.7273;0;1;571;0;0
новый;0.4545;0;1;0;1;0
б/у;0.1;0;1;529;0;0
б/у;0.3015;0;1;585;0;0
б/у;0.2051;0;1;510;0;0
новый;0.1;0;1;0;1;0
новый;0.3521;0;1;740;0;0
новый;0.15;0;1;571;0;0
б/у;0.3017;0;1;0;1;1
новый;0.3014;0;1;0;1;0
б/у;0.2;0;1;633;0;0
новый;0.8632;0;1;0;1;0
новый;0.346;0;1;591;0;0
новый;0.4793;0;1;0;1;0
новый;0.4;0;1;676;0;0
новый;0.2;0;1;540;0;0
новый;0.3244;0;1;646;0;0
новый;0.1504;0;1;716;0;0
новый;0.3333;0;1;669;0;0
новый;0.527;0;1;717;0;0
новый;0.3417;0;1;469;0;0
новый;0.303;0;1;502;0;0
б/у;0.5625;0;1;383;0;0
б/у;0.3002;0;1;396;0;0
новый;0.1014;0;1;742;0;0
б/у;0.3158;0;1;0;1;1
б/у;0.2143;0;1;633;0;0
новый;0.4007;0;1;731;0;0
б/у;0;0;1;536;0;0
б/у;0.5442;0;1;565;0;0
новый;0.1501;0;1;541;0;0
новый;0.5734;0;1;0;1;0
новый;0.5508;0;1;700;0;0
новый;0.2331;0;1;499;0;0
новый;0.2035;0;1;0;1;0
новый;0.4162;0;1;614;0;0
новый;0.122;0;1;0;1;0
новый;0.1424;0;1;601;0;0
б/у;0.15;0;1;718;0;0
б/у;0.275;0;1;736;0;0
б/у;0.6762;0;1;720;0;0
новый;0.15;0;1;509;0;0
новый;0.1734;0;1;755;0;0
б/у;0.9138;0;1;597;0;0
новый;0.2;0;1;801;0;0
новый;0.401;0;1;499;0;0
новый;0.1;0;1;0;1;0
б/у;0.431;0;1;0;1;0
новый;0.3;0;1;0;1;0
новый;0.2583;0;1;676;0;0
б/у;0.1;0;1;693;0;0
б/у;0.3311;0;1;673;0;0
новый;0.3509;0;1;681;0;0
б/у;0.6516;0;1;615;0;0
новый;0.3226;0;1;567;0;0
новый;0.2;0;1;556;0;0
б/у;0.3007;0;1;545;0;1
новый;0.3;0;1;574;0;0
б/у;0.5402;0;1;619;0;0
б/у;0.1;0;1;520;0;0
новый;0.4273;0;1;715;0;0
новый;0.1;0;1;748;0;0
новый;0.5567;0;1;0;1;0
новый;0.1513;0;1;0;1;0
б/у;0.3077;0;1;611;0;0
б/у;0.3252;0;1;621;0;0
новый;0.6587;0;1;603;0;0
новый;0.15;0;1;670;0;0
новый;0.2;0;1;525;0;0
б/у;0.3611;0;1;678;0;0
новый;0.4056;0;1;751;0;0
новый;0.2143;0;1;605;0;0
б/у;0.1778;0;1;524;0;0
новый;0.2143;0;1;605;0;0
новый;0.1359;0;1;617;0;0
б/у;0.3579;0;1;0;1;0
новый;0.5009;0;1;567;0;0
б/у;0.2;0;1;645;0;0
новый;0.19;0;1;720;0;0
новый;0.1513;0;1;578;0;0
новый;0.2326;0;1;729;0;0
новый;0.3005;0;1;0;1;0
б/у;0.3001;0;1;599;0;0
новый;0.6087;0;1;713;0;0
новый;0.3009;0;1;630;0;0
новый;0.1501;0;1;0;1;0
новый;0.2113;0;1;541;0;0
б/у;0.4545;0;1;542;0;0
новый;0.4;0;1;547;0;0
б/у;0.3895;0;1;596;0;0
новый;0.4211;0;1;0;1;0
новый;0.3028;0;1;649;0;0
новый;0.1632;0;1;576;0;0
б/у;0.1667;0;1;714;0;0
б/у;0.3012;0;1;534;0;0
б/у;0.3651;0;1;494;0;0
б/у;0.3333;0;1;0;1;0
новый;0.1503;0;1;649;0;0
новый;0.9211;0;1;637;0;0
б/у;0.688;0;1;579;0;0
новый;0.2003;0;1;689;0;0
б/у;0.1852;0;1;0;1;0
новый;0.2034;0;1;626;0;0
новый;0.2002;0;1;461;0;0
новый;0.4971;0;1;525;0;0
новый;0.3172;0;1;791;0;0
новый;0.5455;0;1;619;0;0
новый;0.5582;0;1;479;0;0
новый;0.2929;0;1;526;0;0
новый;0.2222;0;1;0;1;0
новый;0;0;1;0;1;0
новый;0.1695;0;1;696;0;0
новый;0.2012;0;1;589;0;1
новый;0.1;0;1;552;0;0
новый;0.3531;0;1;507;0;0
новый;0.3509;0;1;648;0;0
новый;0.185;0;1;719;0;0
новый;0.1333;0;1;576;0;0
б/у;0.2832;0;1;0;1;0
б/у;0.1535;0;1;483;0;1
б/у;0.1503;0;1;498;0;0
новый;0.1509;0;1;546;0;0
новый;0.4036;0;1;690;0;0
б/у;0.2;0;1;605;0;0
новый;0.6229;0;1;0;1;0
б/у;0.3011;0;1;423;0;1
новый;0.5358;0;1;0;1;0
б/у;0.4688;0;1;0;1;0
новый;0.1505;0;1;0;1;0
новый;0.5684;0;1;705;0;0
новый;0.3162;0;1;710;0;0
новый;0.1519;0;1;0;1;0
новый;0.3704;0;1;689;0;0
новый;0.4076;0;1;670;0;0
новый;0.1524;0;1;0;1;0
б/у;0.5411;0;1;528;0;0
новый;0.3167;0;1;0;1;0
новый;0.398;0;1;508;0;0
б/у;0.3015;0;1;0;1;0
новый;0.1038;0;1;654;0;0
б/у;0.5;0;1;573;0;0
новый;0.2128;0;1;650;0;0
новый;0.5882;0;1;428;0;0
новый;0.2066;0;1;549;0;0
новый;0.1011;0;1;0;1;0
б/у;0.3017;0;1;564;0;0
б/у;0.3;0;1;485;0;0
б/у;0;0;1;555;0;1
новый;0.1008;0;1;720;0;0
новый;0.2563;0;1;549;0;0
новый;0.2024;0;1;550;0;0
б/у;0.305;555;0;544;0;0
новый;0.17;0;1;622;0;0
новый;0.1006;0;1;569;0;0
новый;0.4561;0;1;648;0;0
новый;0.1511;0;1;792;0;0
новый;0.2392;0;1;0;1;0
б/у;0.3333;0;1;570;0;0
новый;0.1787;0;1;649;0;0
новый;0.3727;0;1;618;0;0
новый;0.5625;0;1;0;1;0
б/у;0.3018;0;1;522;0;0
новый;0.5358;0;1;595;0;0
б/у;0.5;0;1;635;0;0
новый;0.3028;0;1;672;0;0
б/у;0.3001;0;1;424;0;0
б/у;0.5357;0;1;674;0;0
новый;0.6014;0;1;503;0;0
б/у;0.4375;0;1;647;0;0
б/у;0.1935;0;1;709;0;0
б/у;0.7368;0;1;663;0;0
б/у;0.1;0;1;528;0;0
новый;0.3759;0;1;541;0;0
новый;0.15;0;1;650;0;0
б/у;0.2;0;1;499;0;0
б/у;0.1667;0;1;583;0;0
новый;0.3111;0;1;0;1;0
новый;0.3873;0;1;0;1;0
б/у;0.1613;0;1;680;0;0
новый;0.3025;0;1;473;0;0
б/у;0.5652;0;1;613;0;0
новый;0.1139;0;1;554;0;0
новый;0.3916;0;1;448;0;0
б/у;0.3005;0;1;718;0;0
новый;0.3;0;1;649;0;0
новый;0.3977;0;1;615;0;0
б/у;0.4155;0;1;606;0;0
новый;0.101;0;1;514;0;0
новый;0.2087;0;1;696;0;0
б/у;0.4667;0;1;506;0;0
б/у;0.1957;0;1;439;0;0
б/у;0.4792;0;1;608;0;0
б/у;0.3005;0;1;377;0;1
б/у;0.4133;0;1;757;0;0
новый;0.1934;0;1;486;0;0
новый;0.3154;0;1;487;0;0
б/у;0.3953;0;1;485;0;0
б/у;0.303;0;1;617;0;0
новый;0.3;0;1;0;1;0
новый;0.1222;0;1;560;0;0
б/у;0.375;0;1;514;0;0
б/у;0.2105;0;1;566;0;0
новый;0.1014;0;1;0;1;0
б/у;0.1047;0;1;432;0;0
б/у;0.5714;0;1;559;0;0
б/у;0.169;0;1;574;0;0
новый;0.1;0;1;514;0;0
новый;0.2226;0;1;680;0;0
новый;0.6268;0;1;648;0;0
новый;0.3992;0;1;540;0;0
новый;0.5066;0;1;722;0;0
новый;0.3913;0;1;592;0;0
новый;0.4;0;1;710;0;0
б/у;0.3535;0;1;0;1;0
новый;0.2441;0;1;0;1;0
б/у;0.3256;0;1;591;0;0
новый;0.3308;0;1;0;1;0
новый;0.1127;0;1;0;1;0
б/у;0.1935;0;1;478;0;0
новый;0.1475;0;1;0;1;0
новый;0.2;0;1;0;1;0
новый;0.2888;0;1;577;0;0
новый;0.3226;0;1;617;0;0
новый;0.6709;0;1;618;0;0
новый;0.4348;0;1;638;0;0
б/у;0.3103;0;1;0;1;0
новый;0.2066;0;1;566;0;0
новый;0.1498;0;1;646;0;0
новый;0.3;0;1;658;0;0
б/у;0.3067;0;1;510;0;0
новый;0.5034;0;1;576;0;0
б/у;0.6463;0;1;632;0;0
новый;0.1663;710;0;708;0;0
новый;0.4806;0;1;0;1;0
б/у;0.67;0;1;710;0;0
новый;0.1;0;1;659;0;0
новый;0.15;0;1;632;0;0
новый;0.7029;0;1;609;0;0
новый;0.1892;0;1;655;0;0
новый;0.2546;0;1;581;0;0
б/у;0.3066;0;1;638;0;0
б/у;0.3103;0;1;680;0;0
новый;0.1266;0;1;547;0;0
новый;0.6557;0;1;599;0;0
б/у;0.1818;0;1;651;0;0
новый;0.1019;0;1;748;0;0
б/у;0.5172;0;1;564;0;0
новый;0.1004;0;1;669;0;0
б/у;0.301;0;1;597;0;0
б/у;0.6;0;1;588;0;0
новый;0.5259;0;1;788;0;0
новый;0.3179;0;1;602;0;0
новый;0.3618;0;1;590;0;0
б/у;0.3333;0;1;549;0;0
б/у;0.1529;0;1;561;0;0
б/у;0.5;0;1;0;1;0
б/у;0.4715;0;1;0;1;0
новый;0.3263;0;1;652;0;0
б/у;0.24;0;1;561;0;0
новый;0.1;0;1;513;0;0
новый;0.6005;0;1;0;1;0
новый;0.205;0;1;456;0;0
б/у;0.303;0;1;580;0;0
б/у;0.1622;0;1;502;0;0
б/у;0.4167;0;1;645;0;0
новый;0.3003;0;1;0;1;0
новый;0.2003;0;1;658;0;0
новый;0.3704;0;1;654;0;0
б/у;0.6761;0;1;626;0;1
новый;0.3005;0;1;604;0;0
б/у;0.4382;0;1;573;0;0
новый;0.4593;0;1;666;0;0
б/у;0.1667;0;1;0;1;0
новый;0.3014;0;1;464;0;0
новый;0.2889;0;1;370;0;0
б/у;0.4213;0;1;542;0;0
б/у;0.4064;0;1;511;0;1
новый;0.1595;0;1;0;1;0
б/у;0.3004;0;1;0;1;0
новый;0.3018;0;1;0;1;0
новый;0.1506;0;1;706;0;0
б/у;0.3448;0;1;662;0;1
новый;0.2808;0;1;739;0;0
б/у;0.4545;0;1;668;0;0
новый;0.3078;0;1;665;0;0
новый;0.2299;0;1;749;0;0
новый;0.2827;0;1;734;0;0
б/у;0.3123;0;1;551;0;0
новый;0.3041;0;1;628;0;0
б/у;0.5233;0;1;503;0;0
новый;0.43;0;1;597;0;0
новый;0.7128;0;1;554;0;0
новый;0.2042;0;1;560;0;0
новый;0.5613;0;1;622;0;0
новый;0.3363;0;1;607;0;0
новый;0.1511;0;1;565;0;0
б/у;0.5263;0;1;537;0;0
новый;0.3014;0;1;639;0;0
новый;0.5026;0;1;0;1;0
б/у;0.3953;0;1;726;0;0
б/у;0.3846;0;1;583;0;0
новый;0.2605;0;1;663;0;0
б/у;0.2028;0;1;527;0;0
б/у;0;0;1;719;0;0
б/у;0.31;0;1;613;0;0
б/у;0.3027;0;1;484;0;0
б/у;0.502;0;1;611;0;0
б/у;0.3146;0;1;0;1;0
новый;0.1974;0;1;0;1;0
новый;0.5449;0;1;651;0;0
новый;0.3356;0;1;747;0;0
новый;0.4615;0;1;675;0;0
б/у;0.5552;0;1;618;0;0
новый;0.4064;0;1;612;0;0
б/у;0.1;0;1;531;0;0
б/у;0.2019;0;1;458;0;0
б/у;0.486;0;1;625;0;0
новый;0.6286;0;1;619;0;0
б/у;0.5556;0;1;642;0;0
новый;0.246;0;1;0;1;0
новый;0.1004;0;1;696;0;0
новый;0;0;1;0;1;0
б/у;0.1578;0;1;538;0;0
новый;0.1001;0;1;0;1;0
б/у;0.2121;0;1;0;1;0
новый;0.1714;0;1;0;1;0
новый;0.1855;0;1;629;0;0
новый;0.1535;0;1;538;0;0
б/у;0.3003;0;1;713;0;0
б/у;0.1911;0;1;611;0;0
новый;0.1;0;1;747;0;0
б/у;0.1531;0;1;0;1;0
новый;0.3022;0;1;702;0;0
новый;0.1;0;1;664;0;0
новый;0.2584;0;1;0;1;0
новый;0.1;0;1;544;0;1
б/у;0.3009;0;1;575;0;0
б/у;0.4286;0;1;569;0;0
новый;0.5035;0;1;788;0;0
новый;0.2564;0;1;562;0;0
новый;0.2006;0;1;716;0;0
новый;0.4592;0;1;708;0;0
новый;0.1527;570;0;478;0;0
новый;0.4026;0;1;650;0;0
б/у;0.1591;0;1;333;0;1
б/у;0.3321;0;1;542;0;0
б/у;0.5076;0;1;639;0;0
новый;0.2513;0;1;0;1;1
новый;0.7;0;1;0;1;0
новый;0.1696;0;1;594;0;0
новый;0.5075;0;1;568;0;0
новый;0.1636;0;1;514;0;0
новый;0.119;0;1;564;0;0
б/у;0.217;0;1;0;1;0
новый;0;0;1;494;0;0
новый;0.411;0;1;570;0;0
новый;0.302;0;1;0;1;0
б/у;0.1507;0;1;697;0;0
б/у;0.1502;0;1;680;0;1
б/у;0.3007;0;1;495;0;0
б/у;0.31;0;1;600;0;0
новый;0.1514;0;1;628;0;0
новый;0.3031;0;1;747;0;0
новый;0.4645;0;1;689;0;0
новый;0.5779;0;1;0;1;0
б/у;0;0;1;651;0;0
новый;0.2007;0;1;0;1;0
новый;0.1714;0;1;666;0;0
новый;0.121;0;1;534;0;0
новый;0.678;0;1;662;0;0
новый;0.3513;0;1;651;0;0
б/у;0.3182;0;1;615;0;0
новый;0.5369;0;1;621;0;0
новый;0.5;0;1;681;0;0
новый;0.6993;0;1;776;0;0
б/у;0.2425;0;1;699;0;0
новый;0.4334;0;1;741;0;0
новый;0.409;0;1;748;0;0
б/у;0.3005;0;1;468;0;0
новый;0.2041;0;1;732;0;0
новый;0.3806;0;1;592;0;0
новый;0.336;0;1;722;0;0
новый;0.1703;0;1;0;1;0
б/у;0.2069;0;1;616;0;0
б/у;0.6471;0;1;457;0;0
новый;0;0;1;685;0;0
б/у;0.225;0;1;557;0;0
новый;0.1;0;1;0;1;0
б/у;0.3006;0;1;0;1;0
новый;0.8629;0;1;664;0;0
б/у;0.303;0;1;383;0;0
б/у;0.3011;0;1;0;1;0
б/у;0.1181;0;1;693;0;0
новый;0.3536;0;1;672;0;0
новый;0.1304;0;1;659;0;0
новый;0.3806;0;1;462;0;0
б/у;0.3778;0;1;0;1;0
новый;0.1022;0;1;469;0;0
б/у;0.2473;0;1;0;1;0
новый;0.3475;0;1;705;0;0
новый;0.1;0;1;575;0;0
б/у;0.3182;0;1;568;0;0
б/у;0.5263;0;1;0;1;0
новый;0.5883;0;1;644;0;0
новый;0.2841;0;1;436;0;0
б/у;0.1053;0;1;595;0;0
новый;0.3025;0;1;590;0;0
новый;0.151;0;1;450;0;0
новый;0.5618;0;1;781;0;0
новый;0.6491;0;1;453;0;0
б/у;0.346;0;1;527;0;0
б/у;0.2338;0;1;522;0;1
новый;0.3969;0;1;701;0;0
новый;0.9196;0;1;0;1;0
новый;0.1007;0;1;595;0;0
б/у;0.5333;0;1;635;0;0
новый;0.2563;0;1;720;0;0
б/у;0.3;0;1;645;0;0
новый;0.1;0;1;0;1;0
б/у;0.3015;0;1;507;0;0
б/у;0.4878;0;1;0;1;0
б/у;0.3;0;1;643;0;0
новый;0;0;1;535;0;0
новый;0.3492;0;1;616;0;0
новый;0.5777;0;1;754;0;0
б/у;0.3333;0;1;530;0;0
новый;0.1955;0;1;0;1;0
новый;0.2067;0;1;0;1;0
новый;0.5051;0;1;656;0;0
новый;0.1507;0;1;0;1;0
новый;0.3006;0;1;591;0;0
б/у;0.3261;0;1;0;1;0
новый;0.4112;0;1;0;1;0
новый;0.1014;0;1;662;0;0
б/у;0.2013;0;1;573;0;0
новый;0.1556;0;1;696;0;0
б/у;0.4091;0;1;622;0;0
новый;0.1527;0;1;616;0;0
новый;0;0;1;551;0;0
б/у;0.7389;0;1;0;1;0
новый;0.4739;0;1;741;0;0
б/у;0.211;0;1;579;0;0
б/у;0.4133;0;1;709;0;0
б/у;0.301;0;1;608;0;0
новый;0.15;0;1;661;0;0
новый;0.1525;0;1;612;0;0
б/у;0.3023;0;1;592;0;0
б/у;0.2028;0;1;686;0;0
новый;0.316;0;1;674;0;0
новый;0.237;0;1;0;1;0
б/у;0.1575;0;1;538;0;0
б/у;0.3714;0;1;656;0;0
новый;0.3072;0;1;526;0;0
новый;0.6924;0;1;699;0;0
новый;0.3021;0;1;662;0;0
новый;0.15;0;1;587;0;1
б/у;0.1;0;1;438;0;0
новый;0.5652;0;1;806;0;0
новый;0.8333;0;1;497;0;0
новый;0.8065;0;1;565;0;0
новый;0.1001;0;1;515;0;0
новый;0.2016;0;1;0;1;0
новый;0.3054;0;1;0;1;0
новый;0.1502;0;1;644;0;0
новый;0.2326;0;1;595;0;0
б/у;0.1;0;1;621;0;0
новый;0.2419;0;1;546;0;0
новый;0.5161;0;1;707;0;0
новый;0.5001;0;1;556;0;0
б/у;0.2;0;1;505;0;0
новый;0.1083;0;1;647;0;0
новый;0.7803;0;1;0;1;0
новый;0.2006;0;1;494;0;0
б/у;0.6515;0;1;0;1;0
новый;0.4016;0;1;686;0;0
новый;0.1;0;1;0;1;0
